# Wavelength (m) ,Observation: 19909,Observation: 27028,Observation: 16652,Observation: 31458,Observation: 47548,Observation: 21100,Observation: 11768,Observation: 36969,Observation: 36656,Observation: 14915,Observation: 16766,Observation: 18197,Observation: 30915,Observation: 41090,Observation: 48054,Observation: 39451,Observation: 36999,Observation: 23674,Observation: 23095,Observation: 30768,Observation: 31991,Observation: 31544,Observation: 38008,Observation: 16076,Observation: 43937,Observation: 42251,Observation: 36537,Observation: 15338,Observation: 23522,Observation: 47565
6.902E-07,136.3847685651,168.9130322584,110.6805859214,163.3129199736,142.533618226,129.1351743558,151.7560483747,129.7227094012,139.9746601248,92.71590232,121.9930643516,122.9300952978,134.5924512959,147.1162890316,91.8151308962,110.7487227538,97.4108026816,190.8944713915,126.1510465963,106.8769964958,124.3051953842,140.325785926,90.249345616,145.1952753856,116.6079187833,127.1363419544,128.546029078,122.5319687298,178.9195416646,156.6221607582
6.903E-07,132.1420935446,163.1328840421,105.7176237538,169.625969357,149.2421161829,124.623536943,139.9244455721,125.9924095713,132.7274769619,108.6144730673,122.3965771188,119.1579698609,137.0811840246,144.3204244924,86.3530836345,113.702584575,106.5954753827,184.2757599402,120.1328622472,99.8507816058,126.1486895801,132.9902028679,91.5070215525,165.2503021759,115.5227887288,132.8548026404,128.8797520487,117.3198367314,173.7577237166,145.2625318197
6.904E-07,135.6188302613,159.2131404175,103.3024128899,156.0817096408,153.9562683837,118.5332823477,147.5269126293,132.940352673,138.8150983466,106.5121720027,122.7634992849,127.6059288315,125.8269056665,148.0743801425,83.0838473762,123.343277478,98.0726958654,188.9363665753,129.0964103545,97.63209908,132.7569742623,122.6902720255,91.9956720873,146.3457977435,125.9581770447,121.8915090497,128.9625383634,131.0764224554,174.5282581696,165.018363591
6.905E-07,135.7965452532,164.4442440191,108.2052958056,173.0930216278,151.5853489281,127.5110553812,149.0075979419,128.6113104151,134.4014901736,87.3143368783,116.003426471,119.1524616541,137.682187539,148.5464438897,80.1310348094,119.4077689937,109.1473740924,180.7820550373,122.5869739044,94.1085093182,140.744227034,142.1687054447,82.2276664553,145.8030978885,122.1023557265,131.6893915994,123.199815346,121.9273793376,171.0322504581,157.6633897778
6.906E-07,128.6899051801,165.9245639439,106.9948374359,158.5626971073,149.1977769201,109.575784953,152.6709253054,129.2670365588,132.503768334,88.0544344388,124.683068082,131.2493765759,125.5521276384,151.263787974,87.8623451333,112.669975053,100.2699875869,185.5333912839,126.7950198418,95.3291676175,135.7189962682,142.4119795809,93.7321357088,156.7800327924,119.7102520524,134.6449625068,137.2301837582,133.6155931845,175.7518166519,157.8565961116
6.907E-07,121.5063815504,163.6974875305,94.5912246889,159.0057268984,144.0637530532,127.8800623919,144.4035930085,127.5813612876,130.3551910925,85.111084351,135.9801224561,123.5650005724,142.460079292,149.9480752712,86.7634570622,133.7626872929,106.8034106395,179.3748960329,122.5869201875,93.441498595,137.4757158082,143.1289512982,92.0662448591,162.433501472,119.3057983999,125.2562645814,128.6437623009,121.129521298,175.8934774879,163.8012375462
6.908E-07,130.295710244,178.3198121396,110.8837965069,164.5261955212,152.1347543922,117.2762478921,151.0664614169,128.3766065968,140.2716839125,105.3712182603,128.6495626864,113.4681739554,137.0536790752,144.8146989795,76.755393362,105.1375852127,92.8615091672,184.5221659218,128.5047152713,99.7316214245,132.6715230718,137.6703223521,97.72523667,158.3721951919,114.056423875,132.2108702745,132.7898430505,135.5947280121,184.6581188839,173.7013714783
6.909E-07,134.71943915,175.2266938121,111.538748913,157.9781950137,154.4099247421,124.4596525652,151.3637996439,128.859725681,140.10393147,98.1487209651,119.795433462,118.9373323603,132.2084118314,135.5094562079,64.3545903773,114.4460529299,110.3070164179,178.0275893341,116.7638714748,101.7775536755,134.4594543588,135.550564356,87.3818368875,155.8598070496,120.6574397505,130.7335988812,129.639795077,132.0609621427,170.1201755654,160.0839535216
0.000000691,128.0650160882,162.2831701193,113.2560255488,160.456239095,160.9357016223,120.7528984569,161.4094143655,126.8350637154,139.1318948889,102.6334135063,129.2978136848,118.95004647,135.0949095752,152.1382716194,78.6623901391,135.117523191,105.0545848352,174.5110777989,130.7545522643,103.5633166925,130.5780333663,134.8128269459,87.1027060186,159.8980515123,112.4325931509,138.4829776152,131.608564607,124.9765164044,187.0889130056,153.7600422069
6.911E-07,128.0761891692,165.6368024771,99.0885137216,160.2557036333,154.1653934708,122.7465787155,142.6931290644,119.2457439214,121.8590161774,91.917265911,119.486264025,129.375662126,123.2324396286,139.7457186091,85.1276205357,120.1853684881,102.2779761308,179.8045042503,122.8745364227,96.7999154427,144.0494785416,146.9497895694,84.9068788214,153.9079678314,118.0226026071,130.167926029,136.6003070433,120.9801865035,185.7641731715,157.6069823196
6.912E-07,126.4485485507,162.2290552513,96.5690181896,165.70904837,146.1389913935,123.1665846004,143.9407625687,124.1338399985,133.0752035349,108.072113771,124.1529921652,126.1023173901,135.431573536,152.7809057232,85.6767794205,118.4618669856,99.271602929,188.8923858422,119.3603730992,100.3315114451,141.3205226268,136.8129810472,91.9509160168,152.240215726,125.2263543654,126.3353744022,132.1889265904,122.1912120645,176.951044371,169.5594831095
6.913E-07,130.6480471379,154.5002539297,102.2372440416,153.2130208996,150.8111618325,114.4623367373,147.9711457577,130.5497682616,128.8585776971,97.2869386608,129.6075945393,136.0287395723,125.4059563599,150.8276872597,86.5986845909,120.5657154701,99.5172003372,184.4427861763,134.5709999852,97.5455512639,138.5672582163,138.3470753849,83.683792395,157.6669049485,125.7809911679,129.1097418989,134.1150404983,126.0575722262,182.0913823289,163.8878198732
6.914E-07,125.2482043309,165.0936637903,108.3583589844,156.2290030811,157.0304023942,124.3675945626,147.0664669878,114.1428480992,123.0359473113,102.1495222871,124.7176819979,135.2760229876,129.5371505205,134.8361864631,80.6115061029,121.9990667682,105.6706858484,177.0556182674,121.7768198335,94.0730120767,139.4618517864,141.8854301633,86.8193732839,160.1716201245,122.9138961939,130.3202160827,125.3461088452,124.8525761649,175.4728362399,157.3367165617
6.915E-07,129.9412927107,160.9776280244,119.2880953569,170.2426854303,163.2814180912,132.6764409678,151.2522044369,123.5331734034,133.4627010261,109.678647086,116.6558762886,115.5542388554,139.5612447919,137.6607730365,83.8496009922,110.7102637701,110.9157841123,172.7436677606,119.7681195563,103.3621691394,145.0473165524,133.5327356601,90.0862770574,157.8520946178,120.4813633999,119.5395120302,132.1312193997,125.9345597041,161.5729061732,158.5629125247
6.916E-07,121.7629614568,163.1518332679,116.7731134173,163.9681745675,157.8988131574,128.0502785218,139.9060452467,130.6684534807,134.5118567439,98.2745222926,124.5446240652,117.879609386,119.2602200256,141.2558855604,71.4913149631,118.3602225963,96.5625907889,179.4006491259,120.8535114746,92.4201186233,130.9360823417,144.012707058,82.6919152771,157.402731223,122.0933391417,125.6472806175,136.615245873,131.6083056108,179.9404729663,159.2253846708
6.917E-07,129.6630215564,167.2897019138,111.7673865662,154.6733167062,150.6376732085,130.2312595713,151.215753608,124.4071059857,131.8237265035,123.8805396503,134.467694766,131.3970793631,141.3224293421,151.998265241,93.7805801711,118.3684307839,103.7378435531,176.6252040798,129.1011520116,90.2885145876,134.3298848064,132.5403098489,95.7238959674,160.8052351642,117.3959715509,127.2652613631,130.0076661475,133.5257206037,187.5253747616,162.7369963815
6.918E-07,137.1657105882,174.3932861565,103.1157685408,162.5172533983,153.576016416,124.9654947439,142.3280864533,116.0565705791,136.4776968345,98.942104164,125.2355538566,131.7183922334,131.1476787828,149.4370209178,86.2097344912,115.7319573844,96.8241655635,188.6610827274,123.7484599636,97.3983652443,132.7585561204,147.8643121948,81.1169270225,153.7742165712,113.5488618732,126.0166744871,134.7482989607,128.0024692266,177.4594809059,157.1424206122
6.919E-07,124.6402288817,169.2309065383,107.5475493836,162.2307349028,167.2642994495,127.5080005349,154.7412089502,136.2335835089,126.1549280911,101.5387971826,123.2992461778,135.5365593495,124.0442064889,151.1103955645,77.1006822738,126.1638215661,101.7910624527,183.9086362258,130.9584440804,95.4382636928,135.1052449103,145.5469629198,76.5372953834,145.9411477395,121.4628339325,130.5547164597,125.7725660072,130.0474591798,176.104966451,164.6699025017
0.000000692,124.2298927357,163.3704473909,109.3753898067,164.6140483793,145.5299734987,117.3624743951,141.555365246,124.3074751093,131.3847638197,107.2683560048,125.6870344803,117.425847215,140.7979829909,146.2060344535,78.5301794574,119.4922459238,104.4509524081,182.2015516097,121.2257058972,102.7835079137,136.0139685009,137.2864487967,90.042968736,158.7697835516,124.8162844651,134.8871304404,134.6345363422,128.2983136932,180.5929378473,151.5198297036
6.921E-07,131.6941371458,173.3879681854,112.2746934313,156.1653843647,138.1104479198,131.4527743599,144.6831804399,128.3349437611,131.4021405896,103.6497877239,128.6507129428,123.1098552685,125.2409177532,147.026761269,64.9943613739,118.0797319453,90.9819728122,188.4710557702,120.6461552806,94.419042673,130.5582501752,135.9723884233,78.0508092671,150.7781429733,118.3922600679,138.5010134049,128.4819207145,123.4443209563,177.3634230987,160.1856144247
6.922E-07,121.7232742785,167.3571571039,96.8569273357,160.5144730368,161.3082107895,120.8110694495,153.0187361032,122.2506460912,134.6194024227,105.5194010978,122.1005621816,118.8363744938,132.5027689121,138.1806905541,79.6296320467,126.3946075362,99.1089173493,191.4797606268,121.3445581327,98.0047242161,153.0196274437,136.9020122709,79.1634175381,149.4080246048,109.7213131227,134.4873614414,124.3177894151,130.4770324608,180.4936938364,158.1637170246
6.923E-07,141.7164234213,157.9962869536,112.3886009647,170.3160618099,153.5865165876,124.9710716784,148.0972846023,125.4453293528,134.2579426959,106.5893722391,126.0600394974,123.9950808877,136.3527015803,149.9325728131,80.9113653732,116.9343575318,103.0918760921,187.2432116332,118.9313184666,94.2789662674,149.3415112071,143.9147248086,78.6785248172,157.9172367889,121.6766501412,134.7895546028,128.1784873748,129.080006168,179.5339812335,157.2021090731
6.924E-07,132.646579299,158.6286941332,109.7143484722,163.298682664,154.5618741634,129.0113401529,142.363019302,123.2337557423,135.4410314438,106.788361142,120.429006144,114.2088087687,135.1945524034,150.7449382718,74.5364862806,112.7063755185,106.2660484069,187.8093297516,126.5295229408,98.2218825372,141.4310695349,128.8666732641,80.2407125839,148.9264111967,120.8826074257,119.9445052439,137.1894580204,118.6468572503,192.2256861696,174.8958269716
6.925E-07,125.5414444587,160.1376506028,104.743045461,166.1588127931,162.0366409951,121.2033194703,145.9216759036,124.5198698841,129.1298030895,111.0995968343,121.2334690809,126.1172988344,132.2742740082,154.7065065257,80.0775848865,118.7827597086,104.4470065318,177.8191618894,131.223587806,94.9448262916,136.6591174324,126.5009262059,80.2172261703,145.6325971492,121.3507450216,127.5033786352,135.7717305462,122.9355482798,174.183662457,167.6247074982
6.926E-07,119.7406042106,160.0461751203,102.1839332594,168.6125492003,156.4483765535,140.2464688349,151.9495684653,128.5356265295,147.7653857527,110.468427338,131.5037705041,118.5472760161,133.979436752,145.0494348047,92.1529970446,109.4091858049,95.316333983,176.1239617703,123.7779523336,100.8781760263,129.9503053804,138.1495688979,98.3010193595,148.0413337848,131.7749142631,135.9860613532,141.4982358715,136.3690263453,181.0643111694,157.4129229202
6.927E-07,130.3000286653,167.3554597973,110.621136991,155.8111802522,151.4158600798,121.0216725676,137.0421237231,117.7685619554,132.797374491,113.5485606201,117.5431536592,118.447924953,138.3902869972,145.7955594133,69.5206887871,114.5769092187,81.4059105549,182.3897069832,115.3116852096,100.8253721893,127.9232716877,144.7172890534,83.5352034894,153.1548004661,135.2503272166,116.7990497446,130.6293940451,131.1983479694,185.2446084536,169.4215255829
6.928E-07,146.4113310012,162.2850879987,99.1684067057,171.9061243323,162.1466856877,131.0840676447,146.7216285651,125.1060027661,135.8435087737,103.1142433001,114.8806625619,135.6932689434,126.9866705894,151.4894143363,73.0983394341,107.4486458564,105.3086169435,185.6015884679,129.8675862193,103.6853770083,133.5323924255,134.2601143967,82.1680806827,156.1622930713,120.3993116331,139.4045261815,139.4873527805,127.2626483974,192.672973342,161.2173965806
6.929E-07,129.5420914277,168.7533580534,108.5037361545,162.3630029645,150.7898401487,115.9040131956,155.0148906004,126.1754575327,132.8834304496,112.7821774456,126.8844919048,120.9822893517,138.1514055543,162.6871648199,82.677539241,111.5024989945,103.890863607,184.6013991102,110.9281353454,116.4806920031,142.8461614363,133.5149143449,78.3012822402,155.3005787791,114.96033784,118.1830937074,138.8872228283,120.2395166857,180.958325289,157.8318314525
0.000000693,136.6310905062,166.6099863605,109.1048875507,161.1938705005,164.5497699454,123.206139982,135.172218124,124.3583663402,127.2851879917,97.8949885855,117.5050089767,121.2781451008,121.983621395,141.6012421756,86.3886136415,115.1047715046,103.6799422729,184.3357275943,126.9107826895,104.9626701672,139.326326558,127.8297725194,82.8087564136,156.2052032858,117.0405408396,130.1509640247,140.4187985844,127.8975971529,186.6667822439,169.6918361854
6.931E-07,137.5694247838,158.2494885015,114.523850418,166.2029408678,147.7582997944,117.4816778705,147.0173201187,131.206766663,139.846439977,105.3286919355,116.3129086362,121.8918573826,129.8841988083,151.5061099653,78.1014089937,119.1774089224,96.6226753131,186.3017868528,121.5623692606,89.3696231953,135.988193323,139.3193944545,81.5105499388,156.0711160785,106.8308516521,124.1261873042,136.8976818744,133.5601617916,175.9627737557,166.3109243355
6.932E-07,133.6065508815,175.5206164647,111.4411484438,164.9866382214,153.3104973977,125.8543762764,139.7057997028,128.0670510112,133.7469939591,114.195042087,120.5132215073,129.254022253,130.2634672208,147.51701682,79.6275030525,104.5533249147,97.6323203659,191.4663030682,130.028169686,96.8422848226,140.9054229127,136.0701928577,86.7826315439,160.5605906829,116.8920751876,141.4980986302,137.5617358551,133.5075887786,167.0129449622,141.7430676568
6.933E-07,136.8544139691,175.1966241648,114.2298022131,153.7630142941,154.7174633851,127.4738608033,142.6142653082,121.2023545334,141.4397511369,105.1534128734,129.0134481862,124.4469718232,125.8460951028,146.7738099939,85.6642048425,117.5169667985,104.2791376525,192.0616126589,117.7664656347,104.9369989444,135.9979351955,138.4338284363,82.5104708319,147.9971779164,105.5230950407,131.5682086783,140.3576916693,125.173420907,178.0297500732,162.3006711256
6.934E-07,127.5891876447,167.9011493603,103.5965068275,145.9283726114,162.8068963053,129.2850560442,147.0517890809,128.646952802,124.8345603057,113.9241606947,107.4224200146,122.8758263645,138.5710747306,139.1809954665,73.523519376,122.248233838,109.0255008293,174.4685067133,137.6836880166,93.0603092034,142.3896943825,130.1246805942,80.6227556559,167.9064130808,116.9217981566,128.1719544864,146.1089260333,129.3656068496,178.8855552733,166.9168128427
6.935E-07,128.5727771996,159.0383369421,109.0448715773,152.4004326672,148.0206863202,128.5804314411,150.0157290483,133.4072167152,123.6920222603,106.2946628975,117.132092536,122.171558801,135.6209938466,154.5484409112,80.1364512076,116.9863100861,96.7011345852,175.5532924597,117.7935829149,104.7211447014,139.7357747606,140.6373944894,76.7553240098,151.5844978423,107.2865350403,125.4889788578,139.7964500303,134.6902978436,172.6878029887,153.7680275411
6.936E-07,125.58033359,170.5179627914,90.7875893921,165.8449143714,151.0810212699,131.3997425955,146.4769107082,126.1388027721,136.3743030576,108.379814377,126.8559828088,127.7839556886,121.4514093881,150.175362616,87.497269067,118.1480114853,101.3996865845,181.3821213116,122.3218802787,99.11077505,134.488786838,141.2202161046,89.6933063274,159.3564701375,115.7038724657,137.0638258291,136.679714944,124.7999812671,195.5816083623,161.5889190321
6.937E-07,128.151045964,166.956551097,106.0230164412,161.9414480818,166.3864688429,136.1584053015,141.1130120846,128.5679714507,145.2625500799,103.0295350088,129.1044294033,131.4103793695,139.1394847213,144.2592218651,69.800222406,121.2231680045,100.5293560472,176.9820961387,120.2374093584,93.5149606262,143.0082645116,151.6992484317,83.0464765315,162.8425576655,111.0052281904,123.8340185682,134.7873939972,137.0021420699,184.6309675269,157.098557584
